Počítačové útoky v modelech a praxi, Tomáš Rosa, Po, 15:40, 17:20, P
Standardy a kryptografie, Pavel Vondruška, Út, 14:00, 15:40, P
Algoritmy na eliptických křivkách, Jan Žemlička, Čt, 13:10, 14:50, P
Algoritmy na eliptických křivkách, Jan Žemlička, Čt, 14:50, 15:40, Cv
Úvod do výpočetní topologie, Pavel Paták, Pá, 12:20, 14:00, P
Úvod do výpočetní topologie, Pavel Paták, Pá, 14:00, 15:40, Cv
